ruian_address_id;adresa;obec;cast_obce;ulice;cislo_domovni;cislo_orientacni;psc;zona;cena_rozvozu_czk;pravidlo
22814116;Komenského 291, 26751 Zdice;Zdice;Zdice;Komenského;291;;26751;zone-80;80;Zdice
5946531;Komenského 293/12, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;293;12;26601;beroun-free;0;Beroun
22814230;Komenského 303, 26751 Zdice;Zdice;Zdice;Komenského;303;;26751;zone-80;80;Zdice
22814248;Komenského 304, 26751 Zdice;Zdice;Zdice;Komenského;304;;26751;zone-80;80;Zdice
22814272;Komenského 307, 26751 Zdice;Zdice;Zdice;Komenského;307;;26751;zone-80;80;Zdice
22814281;Komenského 308, 26751 Zdice;Zdice;Zdice;Komenského;308;;26751;zone-80;80;Zdice
22814299;Komenského 309, 26751 Zdice;Zdice;Zdice;Komenského;309;;26751;zone-80;80;Zdice
22814361;Komenského 316, 26751 Zdice;Zdice;Zdice;Komenského;316;;26751;zone-80;80;Zdice
22787216;Komenského 316, Počaply, 26701 Králův Dvůr;Králův Dvůr;Počaply;Komenského;316;;26701;zone-20;20;Králův Dvůr
5946913;Komenského 332/3, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;332;3;26601;beroun-free;0;Beroun
5947499;Komenského 398/10, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;398;10;26601;beroun-free;0;Beroun
22815228;Komenského 404, 26751 Zdice;Zdice;Zdice;Komenského;404;;26751;zone-80;80;Zdice
22815261;Komenského 408, 26751 Zdice;Zdice;Zdice;Komenského;408;;26751;zone-80;80;Zdice
22815317;Komenského 413, 26751 Zdice;Zdice;Zdice;Komenského;413;;26751;zone-80;80;Zdice
22815325;Komenského 414, 26751 Zdice;Zdice;Zdice;Komenského;414;;26751;zone-80;80;Zdice
22815392;Komenského 421, 26751 Zdice;Zdice;Zdice;Komenského;421;;26751;zone-80;80;Zdice
22815414;Komenského 423, 26751 Zdice;Zdice;Zdice;Komenského;423;;26751;zone-80;80;Zdice
22815457;Komenského 427, 26751 Zdice;Zdice;Zdice;Komenského;427;;26751;zone-80;80;Zdice
22815503;Komenského 432, 26751 Zdice;Zdice;Zdice;Komenského;432;;26751;zone-80;80;Zdice
22815538;Komenského 435, 26751 Zdice;Zdice;Zdice;Komenského;435;;26751;zone-80;80;Zdice
22815716;Komenského 453, 26751 Zdice;Zdice;Zdice;Komenského;453;;26751;zone-80;80;Zdice
22815724;Komenského 454, 26751 Zdice;Zdice;Zdice;Komenského;454;;26751;zone-80;80;Zdice
22815741;Komenského 456, 26751 Zdice;Zdice;Zdice;Komenského;456;;26751;zone-80;80;Zdice
5948126;Komenského 462/8, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;462;8;26601;beroun-free;0;Beroun
22816054;Komenského 488, 26751 Zdice;Zdice;Zdice;Komenského;488;;26751;zone-80;80;Zdice
22816062;Komenského 489, 26751 Zdice;Zdice;Zdice;Komenského;489;;26751;zone-80;80;Zdice
22816135;Komenského 496, 26751 Zdice;Zdice;Zdice;Komenského;496;;26751;zone-80;80;Zdice
22816143;Komenského 497, 26751 Zdice;Zdice;Zdice;Komenského;497;;26751;zone-80;80;Zdice
22816305;Komenského 513, 26751 Zdice;Zdice;Zdice;Komenského;513;;26751;zone-80;80;Zdice
22816569;Komenského 538, 26751 Zdice;Zdice;Zdice;Komenského;538;;26751;zone-80;80;Zdice
22816577;Komenského 539, 26751 Zdice;Zdice;Zdice;Komenského;539;;26751;zone-80;80;Zdice
22816615;Komenského 543, 26751 Zdice;Zdice;Zdice;Komenského;543;;26751;zone-80;80;Zdice
22816623;Komenského 544, 26751 Zdice;Zdice;Zdice;Komenského;544;;26751;zone-80;80;Zdice
22816631;Komenského 545, 26751 Zdice;Zdice;Zdice;Komenského;545;;26751;zone-80;80;Zdice
22816674;Komenského 549, 26751 Zdice;Zdice;Zdice;Komenského;549;;26751;zone-80;80;Zdice
22816682;Komenského 550, 26751 Zdice;Zdice;Zdice;Komenského;550;;26751;zone-80;80;Zdice
22816739;Komenského 555, 26751 Zdice;Zdice;Zdice;Komenského;555;;26751;zone-80;80;Zdice
22816755;Komenského 557, 26751 Zdice;Zdice;Zdice;Komenského;557;;26751;zone-80;80;Zdice
22816798;Komenského 561, 26751 Zdice;Zdice;Zdice;Komenského;561;;26751;zone-80;80;Zdice
22816844;Komenského 566, 26751 Zdice;Zdice;Zdice;Komenského;566;;26751;zone-80;80;Zdice
22816861;Komenského 568, 26751 Zdice;Zdice;Zdice;Komenského;568;;26751;zone-80;80;Zdice
22816976;Komenského 579, 26751 Zdice;Zdice;Zdice;Komenského;579;;26751;zone-80;80;Zdice
22816992;Komenského 581, 26751 Zdice;Zdice;Zdice;Komenského;581;;26751;zone-80;80;Zdice
22817018;Komenského 583, 26751 Zdice;Zdice;Zdice;Komenského;583;;26751;zone-80;80;Zdice
22811818;Komenského 59, 26751 Zdice;Zdice;Zdice;Komenského;59;;26751;zone-80;80;Zdice
22817191;Komenského 601, 26751 Zdice;Zdice;Zdice;Komenského;601;;26751;zone-80;80;Zdice
22817204;Komenského 602, 26751 Zdice;Zdice;Zdice;Komenského;602;;26751;zone-80;80;Zdice
22817212;Komenského 603, 26751 Zdice;Zdice;Zdice;Komenského;603;;26751;zone-80;80;Zdice
22817239;Komenského 605, 26751 Zdice;Zdice;Zdice;Komenského;605;;26751;zone-80;80;Zdice
22817409;Komenského 622, 26751 Zdice;Zdice;Zdice;Komenského;622;;26751;zone-80;80;Zdice
22817450;Komenského 627, 26751 Zdice;Zdice;Zdice;Komenského;627;;26751;zone-80;80;Zdice
22817492;Komenského 631, 26751 Zdice;Zdice;Zdice;Komenského;631;;26751;zone-80;80;Zdice
22817514;Komenského 633, 26751 Zdice;Zdice;Zdice;Komenského;633;;26751;zone-80;80;Zdice
22817531;Komenského 635, 26751 Zdice;Zdice;Zdice;Komenského;635;;26751;zone-80;80;Zdice
22817662;Komenského 648, 26751 Zdice;Zdice;Zdice;Komenského;648;;26751;zone-80;80;Zdice
22811877;Komenského 65, 26751 Zdice;Zdice;Zdice;Komenského;65;;26751;zone-80;80;Zdice
22817841;Komenského 667, 26751 Zdice;Zdice;Zdice;Komenského;667;;26751;zone-80;80;Zdice
22817859;Komenského 668, 26751 Zdice;Zdice;Zdice;Komenského;668;;26751;zone-80;80;Zdice
22817867;Komenského 669, 26751 Zdice;Zdice;Zdice;Komenského;669;;26751;zone-80;80;Zdice
5950368;Komenského 686/5, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;686;5;26601;beroun-free;0;Beroun
22811923;Komenského 70, 26751 Zdice;Zdice;Zdice;Komenského;70;;26751;zone-80;80;Zdice
22818235;Komenského 706, 26751 Zdice;Zdice;Zdice;Komenského;706;;26751;zone-80;80;Zdice
22818243;Komenského 707, 26751 Zdice;Zdice;Zdice;Komenského;707;;26751;zone-80;80;Zdice
22811940;Komenského 72, 26751 Zdice;Zdice;Zdice;Komenského;72;;26751;zone-80;80;Zdice
22818391;Komenského 722, 26751 Zdice;Zdice;Zdice;Komenského;722;;26751;zone-80;80;Zdice
5950783;Komenského 728/7, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;728;7;26601;beroun-free;0;Beroun
22818570;Komenského 740, 26751 Zdice;Zdice;Zdice;Komenského;740;;26751;zone-80;80;Zdice
22812008;Komenského 78, 26751 Zdice;Zdice;Zdice;Komenského;78;;26751;zone-80;80;Zdice
22812016;Komenského 79, 26751 Zdice;Zdice;Zdice;Komenského;79;;26751;zone-80;80;Zdice
22819100;Komenského 793, 26751 Zdice;Zdice;Zdice;Komenského;793;;26751;zone-80;80;Zdice
22819266;Komenského 809, 26751 Zdice;Zdice;Zdice;Komenského;809;;26751;zone-80;80;Zdice
5951755;Komenského 826, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;826;;26601;beroun-free;0;Beroun
22819584;Komenského 841, 26751 Zdice;Zdice;Zdice;Komenského;841;;26751;zone-80;80;Zdice
22812113;Komenského 89, 26751 Zdice;Zdice;Zdice;Komenského;89;;26751;zone-80;80;Zdice
22812156;Komenského 94, 26751 Zdice;Zdice;Zdice;Komenského;94;;26751;zone-80;80;Zdice
40988414;Komenského 941, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;941;;26601;beroun-free;0;Beroun
22820469;Komenského 947, 26751 Zdice;Zdice;Zdice;Komenského;947;;26751;zone-80;80;Zdice
22820515;Komenského 952, 26751 Zdice;Zdice;Zdice;Komenského;952;;26751;zone-80;80;Zdice
22820574;Komenského 958, 26751 Zdice;Zdice;Zdice;Komenského;958;;26751;zone-80;80;Zdice
25240633;Komenského 961, 26751 Zdice;Zdice;Zdice;Komenského;961;;26751;zone-80;80;Zdice
25240692;Komenského 967, 26751 Zdice;Zdice;Zdice;Komenského;967;;26751;zone-80;80;Zdice
74522051;Komenského 974, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Komenského;974;;26601;beroun-free;0;Beroun
30955432;Komenského ev. 18, 26751 Zdice;Zdice;Zdice;Komenského;18;;26751;zone-80;80;Zdice
26541637;Konečná 1741, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Konečná;1741;;26601;beroun-free;0;Beroun
30980003;Konečná 689, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Konečná;689;;26601;beroun-free;0;Beroun
1496972;Koněprusy 1, 26601 Koněprusy;Koněprusy;Koněprusy;;1;;26601;zone-60;60;Koněprusy
1497065;Koněprusy 10, 26601 Koněprusy;Koněprusy;Koněprusy;;10;;26601;zone-60;60;Koněprusy
82972842;Koněprusy 100, 26601 Koněprusy;Koněprusy;Koněprusy;;100;;26601;zone-60;60;Koněprusy
85757501;Koněprusy 101, 26601 Koněprusy;Koněprusy;Koněprusy;;101;;26601;zone-60;60;Koněprusy
86628976;Koněprusy 102, 26601 Koněprusy;Koněprusy;Koněprusy;;102;;26601;zone-60;60;Koněprusy
1497073;Koněprusy 11, 26601 Koněprusy;Koněprusy;Koněprusy;;11;;26601;zone-60;60;Koněprusy
1497081;Koněprusy 12, 26601 Koněprusy;Koněprusy;Koněprusy;;12;;26601;zone-60;60;Koněprusy
1497090;Koněprusy 13, 26601 Koněprusy;Koněprusy;Koněprusy;;13;;26601;zone-60;60;Koněprusy
1497103;Koněprusy 14, 26601 Koněprusy;Koněprusy;Koněprusy;;14;;26601;zone-60;60;Koněprusy
1497111;Koněprusy 15, 26601 Koněprusy;Koněprusy;Koněprusy;;15;;26601;zone-60;60;Koněprusy
1497120;Koněprusy 16, 26601 Koněprusy;Koněprusy;Koněprusy;;16;;26601;zone-60;60;Koněprusy
1497138;Koněprusy 17, 26601 Koněprusy;Koněprusy;Koněprusy;;17;;26601;zone-60;60;Koněprusy
1497146;Koněprusy 18, 26601 Koněprusy;Koněprusy;Koněprusy;;18;;26601;zone-60;60;Koněprusy
1497154;Koněprusy 19, 26601 Koněprusy;Koněprusy;Koněprusy;;19;;26601;zone-60;60;Koněprusy
26782227;Koněprusy 20, 26601 Koněprusy;Koněprusy;Koněprusy;;20;;26601;zone-60;60;Koněprusy
1497162;Koněprusy 21, 26601 Koněprusy;Koněprusy;Koněprusy;;21;;26601;zone-60;60;Koněprusy
1497171;Koněprusy 22, 26601 Koněprusy;Koněprusy;Koněprusy;;22;;26601;zone-60;60;Koněprusy
1497189;Koněprusy 23, 26601 Koněprusy;Koněprusy;Koněprusy;;23;;26601;zone-60;60;Koněprusy
1497197;Koněprusy 24, 26601 Koněprusy;Koněprusy;Koněprusy;;24;;26601;zone-60;60;Koněprusy
1497201;Koněprusy 25, 26601 Koněprusy;Koněprusy;Koněprusy;;25;;26601;zone-60;60;Koněprusy
1497219;Koněprusy 26, 26601 Koněprusy;Koněprusy;Koněprusy;;26;;26601;zone-60;60;Koněprusy
1497227;Koněprusy 27, 26601 Koněprusy;Koněprusy;Koněprusy;;27;;26601;zone-60;60;Koněprusy
1497235;Koněprusy 28, 26601 Koněprusy;Koněprusy;Koněprusy;;28;;26601;zone-60;60;Koněprusy
1497243;Koněprusy 29, 26601 Koněprusy;Koněprusy;Koněprusy;;29;;26601;zone-60;60;Koněprusy
1496999;Koněprusy 3, 26601 Koněprusy;Koněprusy;Koněprusy;;3;;26601;zone-60;60;Koněprusy
1497251;Koněprusy 30, 26601 Koněprusy;Koněprusy;Koněprusy;;30;;26601;zone-60;60;Koněprusy
1497260;Koněprusy 31, 26601 Koněprusy;Koněprusy;Koněprusy;;31;;26601;zone-60;60;Koněprusy
1497278;Koněprusy 32, 26601 Koněprusy;Koněprusy;Koněprusy;;32;;26601;zone-60;60;Koněprusy
1497286;Koněprusy 33, 26601 Koněprusy;Koněprusy;Koněprusy;;33;;26601;zone-60;60;Koněprusy
1497294;Koněprusy 34, 26601 Koněprusy;Koněprusy;Koněprusy;;34;;26601;zone-60;60;Koněprusy
1497308;Koněprusy 35, 26601 Koněprusy;Koněprusy;Koněprusy;;35;;26601;zone-60;60;Koněprusy
1497316;Koněprusy 36, 26601 Koněprusy;Koněprusy;Koněprusy;;36;;26601;zone-60;60;Koněprusy
1497324;Koněprusy 37, 26601 Koněprusy;Koněprusy;Koněprusy;;37;;26601;zone-60;60;Koněprusy
1497332;Koněprusy 38, 26601 Koněprusy;Koněprusy;Koněprusy;;38;;26601;zone-60;60;Koněprusy
1497341;Koněprusy 39, 26601 Koněprusy;Koněprusy;Koněprusy;;39;;26601;zone-60;60;Koněprusy
1497006;Koněprusy 4, 26601 Koněprusy;Koněprusy;Koněprusy;;4;;26601;zone-60;60;Koněprusy
1497359;Koněprusy 40, 26601 Koněprusy;Koněprusy;Koněprusy;;40;;26601;zone-60;60;Koněprusy
1497367;Koněprusy 41, 26601 Koněprusy;Koněprusy;Koněprusy;;41;;26601;zone-60;60;Koněprusy
1497375;Koněprusy 42, 26601 Koněprusy;Koněprusy;Koněprusy;;42;;26601;zone-60;60;Koněprusy
1497383;Koněprusy 43, 26601 Koněprusy;Koněprusy;Koněprusy;;43;;26601;zone-60;60;Koněprusy
1497391;Koněprusy 44, 26601 Koněprusy;Koněprusy;Koněprusy;;44;;26601;zone-60;60;Koněprusy
1497405;Koněprusy 45, 26601 Koněprusy;Koněprusy;Koněprusy;;45;;26601;zone-60;60;Koněprusy
1497413;Koněprusy 46, 26601 Koněprusy;Koněprusy;Koněprusy;;46;;26601;zone-60;60;Koněprusy
1497421;Koněprusy 47, 26601 Koněprusy;Koněprusy;Koněprusy;;47;;26601;zone-60;60;Koněprusy
1497014;Koněprusy 5, 26601 Koněprusy;Koněprusy;Koněprusy;;5;;26601;zone-60;60;Koněprusy
1497430;Koněprusy 51, 26601 Koněprusy;Koněprusy;Koněprusy;;51;;26601;zone-60;60;Koněprusy
1497448;Koněprusy 52, 26601 Koněprusy;Koněprusy;Koněprusy;;52;;26601;zone-60;60;Koněprusy
1497456;Koněprusy 53, 26601 Koněprusy;Koněprusy;Koněprusy;;53;;26601;zone-60;60;Koněprusy
1497464;Koněprusy 54, 26601 Koněprusy;Koněprusy;Koněprusy;;54;;26601;zone-60;60;Koněprusy
1497472;Koněprusy 55, 26601 Koněprusy;Koněprusy;Koněprusy;;55;;26601;zone-60;60;Koněprusy
1497481;Koněprusy 56, 26601 Koněprusy;Koněprusy;Koněprusy;;56;;26601;zone-60;60;Koněprusy
1497499;Koněprusy 57, 26601 Koněprusy;Koněprusy;Koněprusy;;57;;26601;zone-60;60;Koněprusy
1497502;Koněprusy 58, 26601 Koněprusy;Koněprusy;Koněprusy;;58;;26601;zone-60;60;Koněprusy
1497511;Koněprusy 59, 26601 Koněprusy;Koněprusy;Koněprusy;;59;;26601;zone-60;60;Koněprusy
1497022;Koněprusy 6, 26601 Koněprusy;Koněprusy;Koněprusy;;6;;26601;zone-60;60;Koněprusy
1497529;Koněprusy 60, 26601 Koněprusy;Koněprusy;Koněprusy;;60;;26601;zone-60;60;Koněprusy
1497537;Koněprusy 61, 26601 Koněprusy;Koněprusy;Koněprusy;;61;;26601;zone-60;60;Koněprusy
1497545;Koněprusy 62, 26601 Koněprusy;Koněprusy;Koněprusy;;62;;26601;zone-60;60;Koněprusy
1497553;Koněprusy 63, 26601 Koněprusy;Koněprusy;Koněprusy;;63;;26601;zone-60;60;Koněprusy
1497561;Koněprusy 64, 26601 Koněprusy;Koněprusy;Koněprusy;;64;;26601;zone-60;60;Koněprusy
1497570;Koněprusy 65, 26601 Koněprusy;Koněprusy;Koněprusy;;65;;26601;zone-60;60;Koněprusy
1497588;Koněprusy 67, 26601 Koněprusy;Koněprusy;Koněprusy;;67;;26601;zone-60;60;Koněprusy
1497596;Koněprusy 68, 26601 Koněprusy;Koněprusy;Koněprusy;;68;;26601;zone-60;60;Koněprusy
1497600;Koněprusy 69, 26601 Koněprusy;Koněprusy;Koněprusy;;69;;26601;zone-60;60;Koněprusy
1497031;Koněprusy 7, 26601 Koněprusy;Koněprusy;Koněprusy;;7;;26601;zone-60;60;Koněprusy
1497618;Koněprusy 70, 26601 Koněprusy;Koněprusy;Koněprusy;;70;;26601;zone-60;60;Koněprusy
1497626;Koněprusy 71, 26601 Koněprusy;Koněprusy;Koněprusy;;71;;26601;zone-60;60;Koněprusy
1497634;Koněprusy 72, 26601 Koněprusy;Koněprusy;Koněprusy;;72;;26601;zone-60;60;Koněprusy
1497642;Koněprusy 73, 26601 Koněprusy;Koněprusy;Koněprusy;;73;;26601;zone-60;60;Koněprusy
1497651;Koněprusy 74, 26601 Koněprusy;Koněprusy;Koněprusy;;74;;26601;zone-60;60;Koněprusy
1497669;Koněprusy 75, 26601 Koněprusy;Koněprusy;Koněprusy;;75;;26601;zone-60;60;Koněprusy
1497677;Koněprusy 76, 26601 Koněprusy;Koněprusy;Koněprusy;;76;;26601;zone-60;60;Koněprusy
1497685;Koněprusy 77, 26601 Koněprusy;Koněprusy;Koněprusy;;77;;26601;zone-60;60;Koněprusy
1497693;Koněprusy 78, 26601 Koněprusy;Koněprusy;Koněprusy;;78;;26601;zone-60;60;Koněprusy
1497707;Koněprusy 79, 26601 Koněprusy;Koněprusy;Koněprusy;;79;;26601;zone-60;60;Koněprusy
1497049;Koněprusy 8, 26601 Koněprusy;Koněprusy;Koněprusy;;8;;26601;zone-60;60;Koněprusy
1497715;Koněprusy 80, 26601 Koněprusy;Koněprusy;Koněprusy;;80;;26601;zone-60;60;Koněprusy
1497723;Koněprusy 81, 26601 Koněprusy;Koněprusy;Koněprusy;;81;;26601;zone-60;60;Koněprusy
25871447;Koněprusy 82, 26601 Koněprusy;Koněprusy;Koněprusy;;82;;26601;zone-60;60;Koněprusy
30788510;Koněprusy 83, 26601 Koněprusy;Koněprusy;Koněprusy;;83;;26601;zone-60;60;Koněprusy
28350669;Koněprusy 84, 26601 Koněprusy;Koněprusy;Koněprusy;;84;;26601;zone-60;60;Koněprusy
28121741;Koněprusy 85, 26601 Koněprusy;Koněprusy;Koněprusy;;85;;26601;zone-60;60;Koněprusy
28358431;Koněprusy 86, 26601 Koněprusy;Koněprusy;Koněprusy;;86;;26601;zone-60;60;Koněprusy
40916286;Koněprusy 87, 26601 Koněprusy;Koněprusy;Koněprusy;;87;;26601;zone-60;60;Koněprusy
72745673;Koněprusy 88, 26601 Koněprusy;Koněprusy;Koněprusy;;88;;26601;zone-60;60;Koněprusy
73834017;Koněprusy 89, 26601 Koněprusy;Koněprusy;Koněprusy;;89;;26601;zone-60;60;Koněprusy
1497057;Koněprusy 9, 26601 Koněprusy;Koněprusy;Koněprusy;;9;;26601;zone-60;60;Koněprusy
74786407;Koněprusy 90, 26601 Koněprusy;Koněprusy;Koněprusy;;90;;26601;zone-60;60;Koněprusy
74786342;Koněprusy 91, 26601 Koněprusy;Koněprusy;Koněprusy;;91;;26601;zone-60;60;Koněprusy
77793609;Koněprusy 92, 26601 Koněprusy;Koněprusy;Koněprusy;;92;;26601;zone-60;60;Koněprusy
79462618;Koněprusy 93, 26601 Koněprusy;Koněprusy;Koněprusy;;93;;26601;zone-60;60;Koněprusy
80068022;Koněprusy 94, 26601 Koněprusy;Koněprusy;Koněprusy;;94;;26601;zone-60;60;Koněprusy
80068065;Koněprusy 95, 26601 Koněprusy;Koněprusy;Koněprusy;;95;;26601;zone-60;60;Koněprusy
80174370;Koněprusy 96, 26601 Koněprusy;Koněprusy;Koněprusy;;96;;26601;zone-60;60;Koněprusy
80264719;Koněprusy 97, 26601 Koněprusy;Koněprusy;Koněprusy;;97;;26601;zone-60;60;Koněprusy
80993231;Koněprusy 98, 26601 Koněprusy;Koněprusy;Koněprusy;;98;;26601;zone-60;60;Koněprusy
81868847;Koněprusy 99, 26601 Koněprusy;Koněprusy;Koněprusy;;99;;26601;zone-60;60;Koněprusy
15467287;Konvalinková 252, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;252;;26705;zone-80;80;Nižbor
15467422;Konvalinková 266, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;266;;26705;zone-80;80;Nižbor
15467457;Konvalinková 269, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;269;;26705;zone-80;80;Nižbor
15468097;Konvalinková 333, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;333;;26705;zone-80;80;Nižbor
15468101;Konvalinková 334, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;334;;26705;zone-80;80;Nižbor
15468119;Konvalinková 335, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;335;;26705;zone-80;80;Nižbor
15468151;Konvalinková 339, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;339;;26705;zone-80;80;Nižbor
78635560;Konvalinková 390, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;390;;26705;zone-80;80;Nižbor
79584438;Konvalinková 392, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;392;;26705;zone-80;80;Nižbor
82204675;Konvalinková 401, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;401;;26705;zone-80;80;Nižbor
86924290;Konvalinková 408, 26705 Nižbor;Nižbor;Nižbor;Konvalinková;408;;26705;zone-80;80;Nižbor
80604960;Kopretinová 1009, Beroun-Závodí, 26601 Beroun;Beroun;Beroun-Závodí;Kopretinová;1009;;26601;beroun-free;0;Beroun
5939127;Košťálkova 1351/1, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1351;1;26601;beroun-free;0;Beroun
5939135;Košťálkova 1352/3, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1352;3;26601;beroun-free;0;Beroun
5939143;Košťálkova 1353/5, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1353;5;26601;beroun-free;0;Beroun
5939151;Košťálkova 1354/7, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1354;7;26601;beroun-free;0;Beroun
5939160;Košťálkova 1355/9, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1355;9;26601;beroun-free;0;Beroun
5939178;Košťálkova 1356/11, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1356;11;26601;beroun-free;0;Beroun
5939186;Košťálkova 1357/13, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1357;13;26601;beroun-free;0;Beroun
5939194;Košťálkova 1358/15, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1358;15;26601;beroun-free;0;Beroun
5939208;Košťálkova 1359/17, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1359;17;26601;beroun-free;0;Beroun
5939216;Košťálkova 1360/19, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1360;19;26601;beroun-free;0;Beroun
5939224;Košťálkova 1361/21, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1361;21;26601;beroun-free;0;Beroun
5939232;Košťálkova 1362/23, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1362;23;26601;beroun-free;0;Beroun
5939241;Košťálkova 1363/25, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1363;25;26601;beroun-free;0;Beroun
5939259;Košťálkova 1364/27, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1364;27;26601;beroun-free;0;Beroun
5939267;Košťálkova 1365/29, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1365;29;26601;beroun-free;0;Beroun
5940893;Košťálkova 1527, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1527;;26601;beroun-free;0;Beroun
5940958;Košťálkova 1533, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1533;;26601;beroun-free;0;Beroun
5940966;Košťálkova 1534, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1534;;26601;beroun-free;0;Beroun
5940974;Košťálkova 1535, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1535;;26601;beroun-free;0;Beroun
5940982;Košťálkova 1536, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1536;;26601;beroun-free;0;Beroun
5940991;Košťálkova 1537, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1537;;26601;beroun-free;0;Beroun
5941008;Košťálkova 1538, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1538;;26601;beroun-free;0;Beroun
5941041;Košťálkova 1542, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1542;;26601;beroun-free;0;Beroun
5941059;Košťálkova 1543, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1543;;26601;beroun-free;0;Beroun
5941067;Košťálkova 1544, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1544;;26601;beroun-free;0;Beroun
72634324;Košťálkova 1885, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Košťálkova;1885;;26601;beroun-free;0;Beroun
1598198;Kostelní 1, 26711 Vráž;Vráž;Vráž;Kostelní;1;;26711;zone-50;50;Vráž
5928401;Kostelní 121/27, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Kostelní;121;27;26601;beroun-free;0;Beroun
1598325;Kostelní 14, 26711 Vráž;Vráž;Vráž;Kostelní;14;;26711;zone-50;50;Vráž
1599577;Kostelní 147, 26711 Vráž;Vráž;Vráž;Kostelní;147;;26711;zone-50;50;Vráž
5924260;Kostelní 148/3, Beroun-Centrum, 26601 Beroun;Beroun;Beroun-Centrum;Kostelní;148;3;26601;beroun-free;0;Beroun
25702483;Kostelní 15, 26711 Vráž;Vráž;Vráž;Kostelní;15;;26711;zone-50;50;Vráž
5924324;Kostelní 164/17, Beroun-Centrum, 26601 Beroun;Beroun;Beroun-Centrum;Kostelní;164;17;26601;beroun-free;0;Beroun
5924332;Kostelní 165/15, Beroun-Centrum, 26601 Beroun;Beroun;Beroun-Centrum;Kostelní;165;15;26601;beroun-free;0;Beroun
5924341;Kostelní 166/23, Beroun-Centrum, 26601 Beroun;Beroun;Beroun-Centrum;Kostelní;166;23;26601;beroun-free;0;Beroun
5923514;Kostelní 17, Beroun-Centrum, 26601 Beroun;Beroun;Beroun-Centrum;Kostelní;17;;26601;beroun-free;0;Beroun
5923361;Kostelní 2/1, Beroun-Centrum, 26601 Beroun;Beroun;Beroun-Centrum;Kostelní;2;1;26601;beroun-free;0;Beroun
1598384;Kostelní 20, 26711 Vráž;Vráž;Vráž;Kostelní;20;;26711;zone-50;50;Vráž
1598406;Kostelní 22, 26711 Vráž;Vráž;Vráž;Kostelní;22;;26711;zone-50;50;Vráž
